epoch,query_id,num_instances,Query_Prepare_Time_sum,Query_Prepare_Time_using_cpu_sum,Query_Optimization_Time_sum,Query_Execution_Time_sum,CPU_Time_sum,GPU_Time_sum,Transfer_Time_sum,Malloc_Time_sum,Build_time_sum,Probe_time_sum,Merge_time_sum,Filter_Build_Kernel_time_CPU_sum,Filter_Kernel_time_CPU_sum,Filter_Probe_Kernel_time_CPU_sum,Filter_Probe_Aggr_Kernel_time_CPU_sum,Filter_Build_Kernel_time_GPU_sum,Filter_Kernel_time_GPU_sum,Filter_Probe_Kernel_time_GPU_sum,Filter_Probe_Aggr_Kernel_time_GPU_sum,Probe_Group_Kernel_time_CPU_sum,Probe_Group_Kernel_time_GPU_sum,Group_Kernel_time_CPU_sum,Group_Kernel_time_GPU_sum,Aggr_Kernel_time_CPU_sum,Aggr_Kernel_time_GPU_sum,Build_Kernel_time_GPU_sum,Build_Kernel_time_CPU_sum,Probe_Kernel_time_GPU_sum,Query_Prepare_Time_avg,Query_Prepare_Time_using_cpu_avg,Query_Optimization_Time_avg,Query_Execution_Time_avg,CPU_Time_avg,GPU_Time_avg,Transfer_Time_avg,Malloc_Time_avg,Build_time_avg,Probe_time_avg,Merge_time_avg,Filter_Build_Kernel_time_CPU_avg,Filter_Kernel_time_CPU_avg,Filter_Probe_Kernel_time_CPU_avg,Filter_Probe_Aggr_Kernel_time_CPU_avg,Filter_Build_Kernel_time_GPU_avg,Filter_Kernel_time_GPU_avg,Filter_Probe_Kernel_time_GPU_avg,Filter_Probe_Aggr_Kernel_time_GPU_avg,Probe_Group_Kernel_time_CPU_avg,Probe_Group_Kernel_time_GPU_avg,Group_Kernel_time_CPU_avg,Group_Kernel_time_GPU_avg,Aggr_Kernel_time_CPU_avg,Aggr_Kernel_time_GPU_avg,Build_Kernel_time_GPU_avg,Build_Kernel_time_CPU_avg,Probe_Kernel_time_GPU_avg,fraction,total,cached
10,11,4,84,0,13,86,49,28,0,11,0,80,1,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,34,21.0,0.0,3.25,21.5,12.25,7.0,0.0,2.75,0.0,20.0,0.25,0.0,0.0,0.0,24.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0483425,5068,245
10,12,1,0,0,3,3,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0481452,5068,244
10,13,6,0,0,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,3.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0962904,5068,488
10,21,4,196,0,17,26206,24951,256,1985,79,271,25924,0,113,18,0,0,0,0,0,0,66241,0,0,0,0,0,62,51,717,49.0,0.0,4.25,6551.5,6237.75,64.0,496.25,19.75,67.75,6481.0,0.0,28.25,18.0,0.0,0.0,0.0,0.0,0.0,0.0,16560.25,0.0,0.0,0.0,0.0,0.0,31.0,25.5,179.25,0.422293,4369,1845
10,22,4,161,0,15,412,102,102,216,53,67,337,0,65,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,170,40.25,0.0,3.75,103.0,25.5,25.5,54.0,13.25,16.75,84.25,0.0,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.400173,4613,1846
10,23,2,67,0,7,21,0,11,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,33.5,0.0,3.5,10.5,0.0,5.5,0.0,0.0,0.0,8.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.400173,4613,1846
10,31,4,142,0,14,461,189,82,294,11,28,426,0,27,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,181,35.5,0.0,3.5,115.25,47.25,20.5,73.5,2.75,7.0,106.5,0.0,6.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.25,0.271228,4852,1316
10,32,5,95,0,17,138,78,26,52,0,0,132,0,0,0,0,2,0,0,0,0,76,0,0,0,0,0,0,0,26,19.0,0.0,3.4,27.6,15.6,5.2,10.4,0.0,0.0,26.4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,0.271228,4852,1316
10,33,4,67,0,15,134,76,39,24,0,0,130,0,0,0,0,17,0,0,0,0,59,0,0,0,0,0,0,0,39,16.75,0.0,3.75,33.5,19.0,9.75,6.0,0.0,0.0,32.5,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,19.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.271228,4852,1316
10,34,4,93,0,12,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.25,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.271022,4852,1315
