epoch,query_id,num_instances,Query_Prepare_Time_sum,Query_Prepare_Time_using_cpu_sum,Query_Optimization_Time_sum,Query_Execution_Time_sum,CPU_Time_sum,GPU_Time_sum,Transfer_Time_sum,Malloc_Time_sum,Build_time_sum,Probe_time_sum,Merge_time_sum,Filter_Build_Kernel_time_CPU_sum,Filter_Kernel_time_CPU_sum,Filter_Probe_Kernel_time_CPU_sum,Filter_Probe_Aggr_Kernel_time_CPU_sum,Filter_Build_Kernel_time_GPU_sum,Filter_Kernel_time_GPU_sum,Filter_Probe_Kernel_time_GPU_sum,Filter_Probe_Aggr_Kernel_time_GPU_sum,Probe_Group_Kernel_time_CPU_sum,Probe_Group_Kernel_time_GPU_sum,Group_Kernel_time_CPU_sum,Group_Kernel_time_GPU_sum,Aggr_Kernel_time_CPU_sum,Aggr_Kernel_time_GPU_sum,Build_Kernel_time_GPU_sum,Build_Kernel_time_CPU_sum,Probe_Kernel_time_GPU_sum,Query_Prepare_Time_avg,Query_Prepare_Time_using_cpu_avg,Query_Optimization_Time_avg,Query_Execution_Time_avg,CPU_Time_avg,GPU_Time_avg,Transfer_Time_avg,Malloc_Time_avg,Build_time_avg,Probe_time_avg,Merge_time_avg,Filter_Build_Kernel_time_CPU_avg,Filter_Kernel_time_CPU_avg,Filter_Probe_Kernel_time_CPU_avg,Filter_Probe_Aggr_Kernel_time_CPU_avg,Filter_Build_Kernel_time_GPU_avg,Filter_Kernel_time_GPU_avg,Filter_Probe_Kernel_time_GPU_avg,Filter_Probe_Aggr_Kernel_time_GPU_avg,Probe_Group_Kernel_time_CPU_avg,Probe_Group_Kernel_time_GPU_avg,Group_Kernel_time_CPU_avg,Group_Kernel_time_GPU_avg,Aggr_Kernel_time_CPU_avg,Aggr_Kernel_time_GPU_avg,Build_Kernel_time_GPU_avg,Build_Kernel_time_CPU_avg,Probe_Kernel_time_GPU_avg,fraction,total,cached
4,11,4,37,9,6,153,76,25,93,0,0,150,0,0,58,0,0,0,0,6,0,0,0,0,0,23,0,0,0,19,9.25,2.25,1.5,38.25,19.0,6.25,23.25,0.0,0.0,37.5,0.0,0.0,19.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,7.666666666666667,0.0,0.0,0.0,19.0,0.335241,5068,1699
4,12,5,0,9,9,16,9,0,0,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.8,1.8,3.2,1.8,0.0,0.0,0.0,0.0,2.8,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.287096,5068,1455
4,13,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.335241,5068,1699
4,21,5,335,0,10,481,0,320,0,0,285,186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,0,186,67.0,0.0,2.0,96.2,0.0,64.0,0.0,0.0,57.0,37.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,46.5,0.757153,4369,3308
4,22,1,0,0,2,3,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.801431,4613,3697
4,23,4,222,0,8,144,4,115,12,0,64,79,0,0,0,0,0,62,0,0,0,4,0,0,0,0,0,0,0,65,55.5,0.0,2.0,36.0,1.0,28.75,3.0,0.0,16.0,19.75,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.25,0.801431,4613,3697
4,31,2,73,0,4,70,0,68,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,36.5,0.0,2.0,35.0,0.0,34.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.763603,4852,3705
4,32,1,40,0,2,22,0,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,40.0,0.0,2.0,22.0,0.0,21.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.763603,4852,3705
4,33,6,113,9,10,70,4,58,0,0,0,65,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,18.833333333333332,1.5,1.6666666666666667,11.666666666666666,0.6666666666666666,9.666666666666666,0.0,0.0,0.0,10.833333333333334,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.333333333333332,0.732481,4852,3554
4,34,6,219,0,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.5,0.0,2.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.682193,4852,3310
4,41,6,309,0,12,139,4,76,6,0,43,86,1,0,2,0,0,31,0,0,0,2,0,0,0,0,0,11,0,75,51.5,0.0,2.0,23.166666666666668,0.6666666666666666,12.666666666666666,1.0,0.0,7.166666666666667,14.333333333333334,0.16666666666666666,0.0,2.0,0.0,0.0,6.2,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,5.5,0.0,15.0,0.694144,6745,4682
4,42,3,149,0,6,84,4,62,12,0,62,20,0,0,0,0,0,62,0,0,0,4,0,0,0,0,0,0,0,11,49.666666666666664,0.0,2.0,28.0,1.3333333333333333,20.666666666666668,4.0,0.0,20.666666666666668,6.666666666666667,0.0,0.0,0.0,0.0,0.0,20.666666666666668,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.684211,6992,4784
4,43,5,268,0,9,31,2,9,0,0,0,20,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,53.6,0.0,1.8,6.2,0.4,1.8,0.0,0.0,0.0,4.0,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25,0.684211,6992,4784
